Chambre;Emplacement;RawScan;Nb caisse;Nb bocaux;RawScan-Mani p;Strain;Line;Date;NbSem;AgeAMS;Type;Bocaux;Milieu;Rang;XorEorRori ;Rang/Rang+;Type+Rang;nom_varietes;Batch#;BatchLines;Qualité CHF;;;;0;;;1;< alt+e;;
3;3C12;851220250806E 5 37 ;;10;851220250806E 5;MDJU;3508;06/08/2025;6;1 mois 1 sem.;E 5 ;10;E ;5;E;5;E5;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3C12;851220250806E 7 37 ;;3;851220250806E 7;MDJU;3508;06/08/2025;6;1 mois 1 sem.;E 7 ;3;E ;7;E;7+;E7+;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3C12;809020250716E 3 37 ;1;8;809020250716E 3;MDJU;3407;16/07/2025;9;2 mois ;E 3 ;22;E ;3;E;3;E3;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3C12;840220250715E 6 37 ;;11;840220250715E 6;MDJU;3464;15/07/2025;9;2 mois ;E 6 ;11;E ;6;E;6;E6;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3C12;851220250723EA7 34 ;;3;851220250723EA7;MDJU;3508;23/07/2025;8;1 mois 3 sem.;EA7 ;3;EA;7;E;7+;E7+;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3C12;851620250829E 7 16 ;;10;851620250829E 7;MDJU;3514;29/08/2025;2;2 sem.;E 7 ;10;E ;7;E;7+;E7+;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3C12;840220250904E 4 85 ;3;;840220250904E 4;MDJU;3464;04/09/2025;2;2 sem.;E 4 ;42;E ;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3C12;840220250903E 4 68 ;1;1;840220250903E 4;MDJU;3464;03/09/2025;2;2 sem.;E 4 ;15;E ;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3C12;851620250710E 6 37 ;;4;851620250710E 6;MDJU;3514;10/07/2025;10;2 mois 1 sem.;E 6 ;4;E ;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3C12;851620250710E 6 37 ;;6;851620250710E 6;MDJU;3514;10/07/2025;10;2 mois 1 sem.;E 6 ;6;E ;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3C12;851620250710E 5 37 ;;4;851620250710E 5;MDJU;3514;10/07/2025;10;2 mois 1 sem.;E 5 ;4;E ;5;E;5;E5;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3D12;809020250812E 3 84 ;14;7;809020250812E 3;MDJU;3407;12/08/2025;5;1 mois ;E 3 ;203;E ;3;E;3;E3;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3D12;809020250812E 3 4  ;2;;809020250812E 3;MDJU;3407;12/08/2025;5;1 mois ;E 3 ;28;E ;3;E;3;E3;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3D12;843120250704E 5 37 ;;11;843120250704E 5;MDJU;3500;04/07/2025;10;2 mois 2 sem.;E 5 ;11;E ;5;E;5;E5;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3D11;840220250902EA4 68 ;1;4;840220250902EA4;MDJU;3464;02/09/2025;2;2 sem.;EA4 ;18;EA;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3D11;840220250829E 4 68 ;;4;840220250829E 4;MDJU;3464;29/08/2025;2;2 sem.;E 4 ;4;E ;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3D11;840220250829E 4 68 ;;13;840220250829E 4;MDJU;3464;29/08/2025;2;2 sem.;E 4 ;13;E ;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3D11;840220250829E 4 69 ;;8;840220250829E 4;MDJU;3464;29/08/2025;2;2 sem.;E 4 ;8;E ;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3D11;840220250829E 4 69 ;11;;840220250829E 4;MDJU;3464;29/08/2025;2;2 sem.;E 4 ;154;E ;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3D11;843120250718E 4 37 ;;10;843120250718E 4;MDJU;3500;18/07/2025;8;2 mois ;E 4 ;10;E ;4;E;4;E4;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3D11;851220250826E 5 34 ;;5;851220250826E 5;MDJU;3508;26/08/2025;3;3 sem.;E 5 ;5;E ;5;E;5;E5;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3D11;809020250722E 2 34 ;;3;809020250722E 2;MDJU;3407;22/07/2025;8;1 mois 3 sem.;E 2 ;3;E ;2;E;2;E2;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3D11;843120250716EA3 34 ;;3;843120250716EA3;MDJU;3500;16/07/2025;9;2 mois ;EA3 ;3;EA;3;E;3;E3;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3D11;851220250716EA7 34 ;;1;851220250716EA7;MDJU;3508;16/07/2025;9;2 mois ;EA7 ;1;EA;7;E;7+;E7+;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3D11;851620250801E 6 34 ;;3;851620250801E 6;MDJU;3514;01/08/2025;6;1 mois 2 sem.;E 6 ;3;E ;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3D11;843120250814EA4 69 ;1;;843120250814EA4;MDJU;3500;14/08/2025;5;1 mois ;EA4 ;14;EA;4;E;4;E4;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3D11;840220250811E 7 16 ;;7;840220250811E 7;MDJU;3464;11/08/2025;5;1 mois 1 sem.;E 7 ;7;E ;7;E;7+;E7+;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B11;809020250723E 3 85 ;7;1;809020250723E 3;MDJU;3407;23/07/2025;8;1 mois 3 sem.;E 3 ;99;E ;3;E;3;E3;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B11;809020250728E 3 21 ;;260;809020250728E 3;MDJU;3407;28/07/2025;7;1 mois 3 sem.;E 3 ;260;E ;3;E;3;E3;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B12;840220250916E 8 34 ;2;;840220250916E 8;MDJU;3464;16/09/2025;0;< 1 sem.;E 8 ;28;E ;8;E;7+;E7+;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250915E 5 59 ;;3;840220250915E 5;MDJU;3464;15/09/2025;0;< 1 sem.;E 5 ;3;E ;5;E;5;E5;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250915E 6 59 ;;5;840220250915E 6;MDJU;3464;15/09/2025;0;< 1 sem.;E 6 ;5;E ;6;E;6;E6;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250916E 4 85 ;3;;840220250916E 4;MDJU;3464;16/09/2025;0;< 1 sem.;E 4 ;42;E ;4;E;4;E4;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250912E 8 89 ;;6;840220250912E 8;MDJU;3464;12/09/2025;0;< 1 sem.;E 8 ;6;E ;8;E;7+;E7+;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250915E 3 70 ;1;3;840220250915E 3;MDJU;3464;15/09/2025;0;< 1 sem.;E 3 ;17;E ;3;E;3;E3;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250912E 3 70 ;1;;840220250912E 3;MDJU;3464;12/09/2025;0;< 1 sem.;E 3 ;14;E ;3;E;3;E3;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250912E 5 85 ;1;;840220250912E 5;MDJU;3464;12/09/2025;0;< 1 sem.;E 5 ;14;E ;5;E;5;E5;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250912E 5 68 ;1;;840220250912E 5;MDJU;3464;12/09/2025;0;< 1 sem.;E 5 ;14;E ;5;E;5;E5;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B12;840220250911E 5 68 ;5;2;840220250911E 5;MDJU;3464;11/09/2025;1;1 sem.;E 5 ;72;E ;5;E;5;E5;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3A12;851620250625E 4 69 ;1;;851620250625E 4;MDJU;3514;25/06/2025;12;2 mois 3 sem.;E 4 ;14;E ;4;E;4;E4;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A12;851620250626EA8 68 ;;2;851620250626EA8;MDJU;3514;26/06/2025;12;2 mois 3 sem.;EA8 ;2;EA;8;E;7+;E7+;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A12;840220250626E 6 87 ;;7;840220250626E 6;MDJU;3464;26/06/2025;12;2 mois 3 sem.;E 6 ;7;E ;6;E;6;E6;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3A12;851220250801E 6 69 ;2;;851220250801E 6;MDJU;3508;01/08/2025;6;1 mois 2 sem.;E 6 ;28;E ;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A12;851220250731E 4 69 ;;8;851220250731E 4;MDJU;3508;31/07/2025;7;1 mois 2 sem.;E 4 ;8;E ;4;E;4;E4;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A12;851220250729E 8 37 ;;6;851220250729E 8;MDJU;3508;29/07/2025;7;1 mois 2 sem.;E 8 ;6;E ;8;E;7+;E7+;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A12;851220250801E 5 85 ;2;;851220250801E 5;MDJU;3508;01/08/2025;6;1 mois 2 sem.;E 5 ;28;E ;5;E;5;E5;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A12;861120250626EA6 68 ;1;;861120250626EA6;MDJU;3522;26/06/2025;12;2 mois 3 sem.;EA6 ;14;EA;6;E;6;E6;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3A11;564020250912E+1670 ;21;8;564020250912E+1;MDJU;2306;12/09/2025;0;< 1 sem.;E+16;302;E+;16;X;13+;X13+;MEDJOOL;MEDJOOL 109;2306;;;;;;;;;;;
3;3B52;830620250912E 4 59 ;;3;830620250912E 4;MDJU;3445;12/09/2025;0;< 1 sem.;E 4 ;3;E ;4;E;4;E4;MEDJOOL;MEDJOOL 104;3441-3460;;;;;;;;;;;
3;3B52;830620250915E 4 37 ;;8;830620250915E 4;MDJU;3445;15/09/2025;0;< 1 sem.;E 4 ;8;E ;4;E;4;E4;MEDJOOL;MEDJOOL 104;3441-3460;;;;;;;;;;;
3;3B52;830620250915E 4 70 ;;5;830620250915E 4;MDJU;3445;15/09/2025;0;< 1 sem.;E 4 ;5;E ;4;E;4;E4;MEDJOOL;MEDJOOL 104;3441-3460;;;;;;;;;;;
3;3B52;843120250916E 8 34 ;1;;843120250916E 8;MDJU;3500;16/09/2025;0;< 1 sem.;E 8 ;14;E ;8;E;7+;E7+;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3B52;851220250827E 3 16 ;1;;851220250827E 3;MDJU;3508;27/08/2025;3;3 sem.;E 3 ;14;E ;3;E;3;E3;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B52;842520250825E 7 16 ;;6;842520250825E 7;MDJU;3491;25/08/2025;3;3 sem.;E 7 ;6;E ;7;E;7+;E7+;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3B52;830620250626E 6 72 ;;8;830620250626E 6;MDJU;3445;26/06/2025;12;2 mois 3 sem.;E 6 ;8;E ;6;E;6;E6;MEDJOOL;MEDJOOL 104;3441-3460;;;;;;;;;;;
3;3B52;830620250626E 2 86 ;;4;830620250626E 2;MDJU;3445;26/06/2025;12;2 mois 3 sem.;E 2 ;4;E ;2;E;2;E2;MEDJOOL;MEDJOOL 104;3441-3460;;;;;;;;;;;
3;3B51;851620250716E 4 85 ;1;;851620250716E 4;MDJU;3514;16/07/2025;9;2 mois ;E 4 ;14;E ;4;E;4;E4;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B51;851220250624EA3 68 ;;12;851220250624EA3;MDJU;3508;24/06/2025;12;2 mois 3 sem.;EA3 ;12;EA;3;E;3;E3;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B51;851220250624E 5 21 ;1;6;851220250624E 5;MDJU;3508;24/06/2025;12;2 mois 3 sem.;E 5 ;20;E ;5;E;5;E5;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B51;851220250624E 6 68 ;1;;851220250624E 6;MDJU;3508;24/06/2025;12;2 mois 3 sem.;E 6 ;14;E ;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B51;851220250811E 8 37 ;1;7;851220250811E 8;MDJU;3508;11/08/2025;5;1 mois 1 sem.;E 8 ;21;E ;8;E;7+;E7+;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B51;861120250812E 5 16 ;1;;861120250812E 5;MDJU;3522;12/08/2025;5;1 mois ;E 5 ;14;E ;5;E;5;E5;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3B51;861120250812E 6 16 ;1;;861120250812E 6;MDJU;3522;12/08/2025;5;1 mois ;E 6 ;14;E ;6;E;6;E6;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3B51;861120250702E 5 68 ;;4;861120250702E 5;MDJU;3522;02/07/2025;11;2 mois 2 sem.;E 5 ;4;E ;5;E;5;E5;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3B51;861120250828E 4 16 ;1;;861120250828E 4;MDJU;3522;28/08/2025;3;3 sem.;E 4 ;14;E ;4;E;4;E4;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3B41;809020250728E 3 85 ;3;7;809020250728E 3;MDJU;3407;28/07/2025;7;1 mois 3 sem.;E 3 ;49;E ;3;E;3;E3;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B41;840220250702E 5 59 ;;4;840220250702E 5;MDJU;3464;02/07/2025;11;2 mois 2 sem.;E 5 ;4;E ;5;E;5;E5;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3B41;841320250912E 5 73 ;3;5;841320250912E 5;MDJU;3476;12/09/2025;0;< 1 sem.;E 5 ;47;E ;5;E;5;E5;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3B41;841320250915E 5 70 ;3;4;841320250915E 5;MDJU;3476;15/09/2025;0;< 1 sem.;E 5 ;46;E ;5;E;5;E5;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3B32;564020250912MG1 69 ;;11;564020250912MG1;MDJU;2306;12/09/2025;0;< 1 sem.;MG1 ;11;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 109;2306;;;;;;;;;;;
3;3B32;564020250915MG1 21 ;;9;564020250915MG1;MDJU;2306;15/09/2025;0;< 1 sem.;MG1 ;9;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 109;2306;;;;;;;;;;;
3;3B32;809020250917MG1 21 ;;10;809020250917MG1;MDJU;3407;17/09/2025;0;< 1 sem.;MG1 ;10;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250910MG1 84 ;;1;809020250910MG1;MDJU;3407;10/09/2025;1;1 sem.;MG1 ;1;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250911MG1 16 ;;4;809020250911MG1;MDJU;3407;11/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250911MG1 21 ;;4;809020250911MG1;MDJU;3407;11/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250911MG1 21 ;;4;809020250911MG1;MDJU;3407;11/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250911MG1 21 ;;4;809020250911MG1;MDJU;3407;11/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250911MG1 84 ;;4;809020250911MG1;MDJU;3407;11/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250912MG1 16 ;;4;809020250912MG1;MDJU;3407;12/09/2025;0;< 1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250912MG1 21 ;;4;809020250912MG1;MDJU;3407;12/09/2025;0;< 1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250910MG1 21 ;;2;809020250910MG1;MDJU;3407;10/09/2025;1;1 sem.;MG1 ;2;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250910MG1 21 ;;4;809020250910MG1;MDJU;3407;10/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250910MG1 84 ;;4;809020250910MG1;MDJU;3407;10/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250908MG1 21 ;;4;#REF!;MDJU;3407;08/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250908MG1 21 ;;4;809020250908MG1;MDJU;3407;08/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250910MG1 84 ;;4;809020250910MG1;MDJU;3407;10/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250908MG1 21 ;;4;809020250908MG1;MDJU;3407;08/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250910MG1 21 ;;4;809020250910MG1;MDJU;3407;10/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250909MG1 21 ;;4;809020250909MG1;MDJU;3407;09/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250909MG1 84 ;;3;809020250909MG1;MDJU;3407;09/09/2025;1;1 sem.;MG1 ;3;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250909MG1 21 ;;3;809020250909MG1;MDJU;3407;09/09/2025;1;1 sem.;MG1 ;3;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250904MG1 21 ;;4;809020250904MG1;MDJU;3407;04/09/2025;2;2 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;809020250904MG1 21 ;;4;809020250904MG1;MDJU;3407;04/09/2025;2;2 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B32;851220250912MG1 86 ;;1;851220250912MG1;MDJU;3508;12/09/2025;0;< 1 sem.;MG1 ;1;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B32;851220250908MG1 72 ;;3;851220250908MG1;MDJU;3508;08/09/2025;1;1 sem.;MG1 ;3;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B32;851220250909MG1 72 ;;4;851220250909MG1;MDJU;3508;09/09/2025;1;1 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B32;851220250904MG1 72 ;;1;851220250904MG1;MDJU;3508;04/09/2025;2;2 sem.;MG1 ;1;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B32;851220250904MG1 72 ;;4;851220250904MG1;MDJU;3508;04/09/2025;2;2 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B32;851220250903MG1 78 ;;3;851220250903MG1;MDJU;3508;03/09/2025;2;2 sem.;MG1 ;3;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B32;861120250903MG1 78 ;;4;861120250903MG1;MDJU;3522;03/09/2025;2;2 sem.;MG1 ;4;MG;1;BoxE;1;BoxE1;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3B21;851620250704EA6 16 ;;4;851620250704EA6;MDJU;3514;04/07/2025;10;2 mois 2 sem.;EA6 ;4;EA;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B21;851220250704EA5 16 ;;2;851220250704EA5;MDJU;3508;04/07/2025;10;2 mois 2 sem.;EA5 ;2;EA;5;E;5;E5;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B21;861120250814EA9 69 ;;1;861120250814EA9;MDJU;3522;14/08/2025;5;1 mois ;EA9 ;1;EA;9;E;7+;E7+;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3B21;851220250708E 4 16 ;;4;851220250708E 4;MDJU;3508;08/07/2025;10;2 mois 1 sem.;E 4 ;4;E ;4;E;4;E4;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B21;851620250804E 6 37 ;;7;851620250804E 6;MDJU;3514;04/08/2025;6;1 mois 2 sem.;E 6 ;7;E ;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B21;809020250806E 4 16 ;;12;809020250806E 4;MDJU;3407;06/08/2025;6;1 mois 1 sem.;E 4 ;12;E ;4;E;4;E4;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3B21;841320250917EA5 86 ;;10;841320250917EA5;MDJU;3476;17/09/2025;0;< 1 sem.;EA5 ;10;EA;5;E;5;E5;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3B21;851620250908E 4 68 ;7;1;851620250908E 4;MDJU;3514;08/09/2025;1;1 sem.;E 4 ;99;E ;4;E;4;E4;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B21;851620250910E 4 37 ;1;;851620250910E 4;MDJU;3514;10/09/2025;1;1 sem.;E 4 ;14;E ;4;E;4;E4;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B22;851220250819EA3 16 ;;4;851220250819EA3;MDJU;3508;19/08/2025;4;4 sem.;EA3 ;4;EA;3;E;3;E3;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B22;851620250821EA6 16 ;;4;851620250821EA6;MDJU;3514;21/08/2025;4;4 sem.;EA6 ;4;EA;6;E;6;E6;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3B22;851220250721E 5 37 ;;4;851220250721E 5;MDJU;3508;21/07/2025;8;1 mois 4 sem.;E 5 ;4;E ;5;E;5;E5;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A51;851220250805E 4 16 ;1;;851220250805E 4;MDJU;3508;05/08/2025;6;1 mois 1 sem.;E 4 ;14;E ;4;E;4;E4;MEDJOOL;MEDJOOL 107;3501-3520;;;;;;;;;;;
3;3A51;840220250827E 2 16 ;;8;840220250827E 2;MDJU;3464;27/08/2025;3;3 sem.;E 2 ;8;E ;2;E;2;E2;MEDJOOL;MEDJOOL 105;3461-3475;;;;;;;;;;;
3;3A51;843120250915E 7 59 ;1;;843120250915E 7;MDJU;3500;15/09/2025;0;< 1 sem.;E 7 ;14;E ;7;E;7+;E7+;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3A51;809020250915E 2 59 ;1;;809020250915E 2;MDJU;3407;15/09/2025;0;< 1 sem.;E 2 ;14;E ;2;E;2;E2;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3A51;809020250915E 2 59 ;1;;809020250915E 2;MDJU;3407;15/09/2025;0;< 1 sem.;E 2 ;14;E ;2;E;2;E2;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3A51;809020250915E 2 59 ;;5;809020250915E 2;MDJU;3407;15/09/2025;0;< 1 sem.;E 2 ;5;E ;2;E;2;E2;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3A51;809020250915E 2 37 ;;5;809020250915E 2;MDJU;3407;15/09/2025;0;< 1 sem.;E 2 ;5;E ;2;E;2;E2;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
3;3A51;861120250704EA6 21 ;;10;861120250704EA6;MDJU;3522;04/07/2025;10;2 mois 2 sem.;EA6 ;10;EA;6;E;6;E6;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3A51;842520250710EA4 34 ;;3;842520250710EA4;MDJU;3491;10/07/2025;10;2 mois 1 sem.;EA4 ;3;EA;4;E;4;E4;MEDJOOL;MEDJOOL 106;3476-3500;;;;;;;;;;;
3;3A51;861120250721EA2 59 ;;10;861120250721EA2;MDJU;3522;21/07/2025;8;1 mois 4 sem.;EA2 ;10;EA;2;E;2;E2;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3A51;861120250718E 5 86 ;1;;861120250718E 5;MDJU;3522;18/07/2025;8;2 mois ;E 5 ;14;E ;5;E;5;E5;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3A51;861120250710EA5 34 ;1;;861120250710EA5;MDJU;3522;10/07/2025;10;2 mois 1 sem.;EA5 ;14;EA;5;E;5;E5;MEDJOOL;MEDJOOL 108;3521-3530;;;;;;;;;;;
3;3A51;809020250916EA3 86 ;;4;809020250916EA3;MDJU;3407;16/09/2025;0;< 1 sem.;EA3 ;4;EA;3;E;3;E3;MEDJOOL;MEDJOOL 102;3381-3410;;;;;;;;;;;
